,"Ip","Protocol","Src Port","Dst Port","Seq","Ack","Len"
"2851","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2751765,0
"2852","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2753201,0
"2853","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2753201,1027,1269
"2854","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2754470,0
"2855","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2754470,1027,1399
"2856","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2755869,0
"2857","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2755869,1027,2835
"2858","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2758704,0
"2859","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2758704,1027,1362
"2860","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2760066,0
"2861","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2760066,1027,2835
"2862","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2762901,0
"2863","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2762901,1027,1436
"2864","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2764337,1027,2761
"2865","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2764337,0
"2866","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2767098,0
"2867","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2767098,1027,2798
"2868","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2769896,0
"2869","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2769896,1027,1306
"2870","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2771202,0
"2871","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2771202,1027,1399
"2872","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2772601,1027,2798
"2873","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2775399,0
"2874","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2775399,1027,2872
"2875","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2778271,0
"2876","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2778271,1027,2761
"2877","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2781032,0
"2878","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2781032,1027,2872
"2879","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2783904,1027,1288
"2880","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2783904,0
"2881","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2785192,0
"2882","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2785192,1027,2742
"2883","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2787934,0
"2884","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2787934,1027,1399
"2885","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2789333,0
"2886","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2789333,1027,1399
"2887","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2790732,1027,1436
"2888","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2792168,0
"2889","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2792168,1027,1362
"2890","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2793530,0
"2891","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2793530,1027,2872
"2892","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2796402,1027,1325
"2893","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2796402,0
"2894","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2797727,0
"2895","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2797727,1027,1436
"2896","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2799163,0
"2897","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2799163,1027,2872
"2898","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2802035,0
"2899","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2802035,1027,2631
"2900","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2804666,0
"2901","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2804666,1027,2798
"2902","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2807464,0
"2903","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2810299,0
"2904","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2807464,1027,2835
"2905","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2810299,1027,2798
"2906","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2813097,0
"2907","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2813097,1027,2761
"2908","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2815858,1027,2835
"2909","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2815858,0
"2910","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2818693,0
"2911","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2818693,1027,2705
"2912","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2821398,0
"2913","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2821398,1027,2798
"2914","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2824196,0
"2915","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2824196,1027,2835
"2916","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2827031,1027,1362
"2917","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2827031,0
"2918","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2828393,0
"2919","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2828393,1027,2798
"2920","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2831191,1027,1436
"2921","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2831191,0
"2922","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2832627,0
"2923","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2832627,1027,2761
"2924","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2835388,0
"2925","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2835388,1027,2742
"2926","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2838130,0
"2927","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2838130,1027,1399
"2928","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2839529,0
"2929","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2839529,1027,1399
"2930","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2840928,1027,1399
"2931","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2842327,0
"2932","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2842327,1027,2798
"2933","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2845125,0
"2934","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2845125,1027,2872
"2935","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2847997,0
"2936","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2850758,1027,1362
"2937","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2850758,0
"2938","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2847997,1027,2761
"2939","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2852120,0
"2940","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2852120,1027,2742
"2941","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2854862,0
"2942","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2854862,1027,1399
"2943","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2856261,0
"2944","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2856261,1027,2835
"2945","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2859096,0
"2946","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2859096,1027,1362
"2947","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2860458,0
"2948","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2860458,1027,2798
"2949","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2863256,0
"2950","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2863256,1027,2872
"2951","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2866128,0
"2952","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2866128,1027,2872
"2953","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2869000,0
"2954","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2869000,1027,2594
"2955","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2871594,0
"2956","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2871594,1027,1399
"2957","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2872993,0
"2958","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2872993,1027,1399
"2959","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2874392,1027,1436
"2960","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2875828,0
"2961","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2875828,1027,1362
"2962","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2877190,0
"2963","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2877190,1027,1436
"2964","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2878626,1027,2872
"2965","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2881498,0
"2966","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2881498,1027,2872
"2967","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2884370,0
"2968","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2884370,1027,2872
"2969","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2887242,1027,2483
"2970","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2887242,0
"2971","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2889725,0
"2972","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2889725,1027,2798
"2973","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2892523,0
"2974","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2892523,1027,4308
"2975","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2896831,0
"2976","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2896831,1027,2724
"2977","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2899555,0
"2978","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2902427,1027,1436
"2979","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2899555,1027,2872
"2980","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2902427,0
"2981","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2903863,0
"2982","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2903863,1027,1195
"2983","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2905058,0
"2984","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2905058,1027,1399
"2985","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2906457,0
"2986","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2906457,1027,1399
"2987","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2907856,1027,1436
"2988","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2909292,0
"2989","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2909292,1027,1362
"2990","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2910654,0
"2991","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2910654,1027,2872
"2992","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2913526,0
"2993","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2913526,1027,2872
"2994","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2916398,0
"2995","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2916398,1027,1436
"2996","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2917834,1027,2872
"2997","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2917834,0
"2998","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2920706,0
"2999","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2920706,1027,1084
"3000","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2921790,0
"3001","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2921790,1027,1399
"3002","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2923189,0
"3003","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2923189,1027,1436
"3004","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2924625,0
"3005","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2924625,1027,1362
"3006","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2925987,0
"3007","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2925987,1027,1436
"3008","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2927423,0
"3009","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2927423,1027,2872
"3010","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2930295,0
"3011","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2930295,1027,2872
"3012","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2933167,0
"3013","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2933167,1027,1436
"3014","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2934603,1027,2872
"3015","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2937475,0
"3016","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2937475,1027,1047
"3017","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2938522,0
"3018","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2938522,1027,1399
"3019","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2939921,0
"3020","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2939921,1027,2835
"3021","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2942756,0
"3022","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2942756,1027,1362
"3023","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2944118,0
"3024","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2944118,1027,2872
"3025","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2946990,0
"3026","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2946990,1027,2761
"3027","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2949751,0
"3028","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2949751,1027,1436
"3029","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2951187,0
"3030","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2951187,1027,2724
"3031","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2953911,1027,1343
"3032","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2953911,0
"3033","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2955254,0
"3034","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2955254,1027,1399
"3035","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2956653,0
"3036","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2956653,1027,1399
"3037","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2958052,1027,2798
"3038","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2960850,0
"3039","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2960850,1027,4197
"3040","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2965047,0
"3041","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2965047,1027,2872
"3042","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2967919,0
"3043","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2967919,1027,2761
"3044","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2970680,0
"3045","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2970680,1027,1306
"3046","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2971986,0
"3047","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2971986,1027,1399
"3048","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2973385,0
"3049","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2973385,1027,1399
"3050","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2974784,1027,2798
"3051","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2977582,0
"3052","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2980380,1027,1436
"3053","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2977582,1027,2798
"3054","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2980380,0
"3055","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2981816,0
"3056","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2981816,1027,2761
"3057","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2984577,0
"3058","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2984577,1027,2872
"3059","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2987449,0
"3060","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2987449,1027,1269
"3061","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2988718,0
"3062","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2988718,1027,1399
"3063","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2990117,0
"3064","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2990117,1027,1399
"3065","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2991516,1027,1436
"3066","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2992952,0
"3067","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2992952,1027,2761
"3068","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2995713,0
"3069","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2998585,1027,1436
"3070","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,2998585,0
"3071","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,2995713,1027,2872
"3072","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3000021,0
"3073","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3002893,1027,1436
"3074","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3000021,1027,2872
"3075","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3004329,0
"3076","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3004329,1027,1121
"3077","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3005450,0
"3078","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3005450,1027,1399
"3079","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3006849,0
"3080","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3006849,1027,1399
"3081","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3008248,1027,1436
"3082","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3009684,0
"3083","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3009684,1027,1362
"3084","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3011046,0
"3085","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3011046,1027,2872
"3086","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3013918,1027,1325
"3087","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3015243,0
"3088","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3015243,1027,1399
"3089","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3016642,1027,2872
"3090","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3018102,0
"3091","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3019514,0
"3092","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3019514,1027,2668
"3093","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3022182,0
"3094","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3022182,1027,1399
"3095","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3023581,0
"3096","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3023581,1027,2798
"3097","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3026379,0
"3098","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3026379,1027,1399
"3099","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3027778,0
"3100","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3027778,1027,4197
"3101","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3031975,0
"3102","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3031975,1027,2835
"3103","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3034810,0
"3104","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3034810,1027,2798
"3105","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3037608,0
"3106","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3037608,1027,1306
"3107","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3038914,0
"3108","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3038914,1027,1399
"3109","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3040313,0
"3110","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3040313,1027,2835
"3111","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3043148,0
"3112","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3043148,1027,1436
"3113","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3044584,0
"3114","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3044584,1027,2761
"3115","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3047345,0
"3116","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3047345,1027,2872
"3117","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3050217,0
"3118","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3053089,1027,1436
"3119","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3050217,1027,2872
"3120","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3053089,0
"3121","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3054525,0
"3122","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3054525,1027,1121
"3123","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3055646,0
"3124","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3055646,1027,1399
"3125","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3057045,0
"3126","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3057045,1027,2835
"3127","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3059880,0
"3128","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3059880,1027,1362
"3129","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3061242,0
"3130","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3061242,1027,1399
"3131","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3062641,1027,2872
"3132","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3065513,0
"3133","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3065513,1027,2724
"3134","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3068237,0
"3135","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3068237,1027,2872
"3136","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3071109,0
"3137","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3071109,1027,3387
"3138","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3074496,0
"3139","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3074496,1027,2835
"3140","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3077331,0
"3141","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3077331,1027,1362
"3142","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3078693,0
"3143","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3078693,1027,2872
"3144","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3081565,0
"3145","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3084437,1027,1436
"3146","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3081565,1027,2872
"3147","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3084437,0
"3148","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3085873,0
"3149","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3085873,1027,3266
"3150","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3089139,0
"3151","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3089139,1027,1399
"3152","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3090538,0
"3153","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3090538,1027,1399
"3154","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3091937,1027,1436
"3155","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,3093373,0
"3156","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,3093373,1027,2761
